Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength,Has Number,Character Variety Score,Is Long Password,Estimated Score
?FoL.,True,True,True,5,Weak,False,3,False,45
T#\d{A;,True,True,True,7,Medium,False,3,False,51
"i[QwQ""qj4t0](1",True,True,True,14,Strong,True,4,True,97
3Fu=)|:H,True,True,True,8,Strong,True,4,False,64
R*2Bw^-,True,True,True,7,Medium,True,4,False,61
\>W9,False,True,True,4,Weak,True,3,False,42
]z&T1fiQ3Ro,True,True,True,11,Strong,True,4,False,73
1`mCV,True,True,True,5,Weak,True,4,False,55
"q!8b"",ZJPR2@w&-",True,True,True,15,Strong,True,4,True,100
?<Q'y,True,True,True,5,Weak,False,3,False,45
OSDT,False,True,False,4,Weak,False,1,False,22
P|<M%#,False,True,True,6,Medium,False,2,False,38
fBsrqNSQy4I,True,True,False,11,Medium,True,3,False,63
i\/pD_:JP+jPE\,True,True,True,14,Strong,False,3,True,87
"K`,_$",False,True,True,5,Weak,False,2,False,35
vQ6*7rF(GtkU,True,True,True,12,Strong,True,4,True,91
"_P#n|J@hU<l,W^",True,True,True,14,Strong,False,3,True,87
G~UeDw8k,True,True,True,8,Strong,True,4,False,64
vB?WA,True,True,True,5,Weak,False,3,False,45
"K0T6,1x",True,True,True,7,Medium,True,4,False,61
mamZ.HxcMH5tu,True,True,True,13,Strong,True,4,True,94
Qr~i6\L?}I&h,True,True,True,12,Strong,True,4,True,91
qIwR,True,True,False,4,Weak,False,2,False,32
FvIqi=ecadMFAc6,True,True,True,15,Strong,True,4,True,100
Ga+]DjwKR,True,True,True,9,Strong,False,3,False,57
R?a,True,True,True,3,Weak,False,3,False,39
z6Bx;;&6Veu,True,True,True,11,Strong,True,4,False,73
pY1R!kJ34|m2c,True,True,True,13,Strong,True,4,True,94
k}7IY#,True,True,True,6,Medium,True,4,False,58
K.+<-J!s*>pYE,True,True,True,13,Strong,False,3,True,84
)e*A8r&\],True,True,True,9,Strong,True,4,False,67
C.H!Z<bRDpcv,True,True,True,12,Strong,False,3,True,81
@.KGGD,False,True,True,6,Medium,False,2,False,38
^Y_F~,False,True,True,5,Weak,False,2,False,35
}B4(fsB`k!K6,True,True,True,12,Strong,True,4,True,91
./?E-,False,True,True,5,Weak,False,2,False,35
^;kZ3,True,True,True,5,Weak,True,4,False,55
;&&Qo0V!,True,True,True,8,Strong,True,4,False,64
?wIf{VW,True,True,True,7,Medium,False,3,False,51
*JHU[yJCitz7,True,True,True,12,Strong,True,4,True,91
"?*,#2X>",False,True,True,7,Medium,True,3,False,51
PCoYc:>:ccyz}U,True,True,True,14,Strong,False,3,True,87
"uq*s""]<*",True,False,True,8,Medium,False,2,False,44
9S@\,False,True,True,4,Weak,True,3,False,42
Nb&5,True,True,True,4,Weak,True,4,False,52
'MbKtO,True,True,True,6,Medium,False,3,False,48
xb[.kE8llq{,True,True,True,11,Strong,True,4,False,73
)DC=Y,False,True,True,5,Weak,False,2,False,35
1Ssla<LJ_u,True,True,True,10,Strong,True,4,False,70
MYO7}*LH5GZCg{x,True,True,True,15,Strong,True,4,True,100
xKe5`K;yL06,True,True,True,11,Strong,True,4,False,73
PM\>>S0f;,True,True,True,9,Strong,True,4,False,67
4JFpTxMhSuXlW,True,True,False,13,Medium,True,3,True,84
HOud?qsvH(,True,True,True,10,Strong,False,3,False,60
XhLKuzr,True,True,False,7,Medium,False,2,False,41
OXtH,True,True,False,4,Weak,False,2,False,32
U5_kIGs_,True,True,True,8,Strong,True,4,False,64
Oo9%;+n)D,True,True,True,9,Strong,True,4,False,67
F_v&>vhI,True,True,True,8,Strong,False,3,False,54
"qw'5Z,x#Z",True,True,True,9,Strong,True,4,False,67
jp')A:5e<,True,True,True,9,Strong,True,4,False,67
ME]-~W*,False,True,True,7,Medium,False,2,False,41
w**{yp-V,True,True,True,8,Strong,False,3,False,54
!87(,False,False,True,4,Weak,True,2,False,32
siA$zYBYcAIS\,True,True,True,13,Strong,False,3,True,84
"&0""@o{M;::?Ms_U.",True,True,True,16,Strong,True,4,True,100
]Kn,True,True,True,3,Weak,False,3,False,39
kIP)rm4~FA8\>v*l,True,True,True,16,Strong,True,4,True,100
quZbv,True,True,False,5,Weak,False,2,False,35
-8YHU+A=,False,True,True,8,Medium,True,3,False,54
5McVU,True,True,False,5,Weak,True,3,False,45
_yOfM,True,True,True,5,Weak,False,3,False,45
/D3E#,False,True,True,5,Weak,True,3,False,45
Rmpm]?\j8FWl0+%{,True,True,True,16,Strong,True,4,True,100
~LL8,False,True,True,4,Weak,True,3,False,42
A::k&YrXg'qegy,True,True,True,14,Strong,False,3,True,87
q3}F3%w/9So[[!],True,True,True,15,Strong,True,4,True,100
"dF`R%6W""Q-",True,True,True,10,Strong,True,4,False,70
Yn>,True,True,True,3,Weak,False,3,False,39
i;Dzs&ZCa1i`1x),True,True,True,15,Strong,True,4,True,100
T@Hro&yR,True,True,True,8,Strong,False,3,False,54
1IpU=^/t,True,True,True,8,Strong,True,4,False,64
<}^1>UY6jMRp(l~h,True,True,True,16,Strong,True,4,True,100
5iwIshsyV|TxDO,True,True,True,14,Strong,True,4,True,97
1*z.4KT.,True,True,True,8,Strong,True,4,False,64
#_+_+)dz~GN,True,True,True,11,Strong,False,3,False,63
ptoC1N,True,True,False,6,Medium,True,3,False,48
gKiWWX,True,True,False,6,Medium,False,2,False,38
't?APm~{Or`5,True,True,True,12,Strong,True,4,True,91
Vd7,True,True,False,3,Weak,True,3,False,39
hN2e6&;p!,True,True,True,9,Strong,True,4,False,67
~8D#{,False,True,True,5,Weak,True,3,False,45
"HcxK39m,f6J",True,True,True,11,Strong,True,4,False,73
"&ee.,C%f6h7&y5*i",True,True,True,16,Strong,True,4,True,100
P>~7R2c.f3$*{,True,True,True,13,Strong,True,4,True,94
"(u53ubHT""",True,True,True,9,Strong,True,4,False,67
.>bR')vq<a,True,True,True,10,Strong,False,3,False,60
[OS7EcVr!u,True,True,True,10,Strong,True,4,False,70
X;<4^Lb&w,True,True,True,9,Strong,True,4,False,67
2ZE)eNs($4k,True,True,True,11,Strong,True,4,False,73
XD{?&Hbi,True,True,True,8,Strong,False,3,False,54
yDs#a#5tp,True,True,True,9,Strong,True,4,False,67
HqT1,True,True,False,4,Weak,True,3,False,42
"=aI)J,X~*",True,True,True,9,Strong,False,3,False,57
>EOQu&^Aiw!$6+,True,True,True,14,Strong,True,4,True,97
c-mrvd3uV)f<,True,True,True,12,Strong,True,4,True,91
S3Zido:,True,True,True,7,Medium,True,4,False,61
<RoK_wrUSNd+},True,True,True,13,Strong,False,3,True,84
aAGjI9,True,True,False,6,Medium,True,3,False,48
C$[/m=](,True,True,True,8,Strong,False,3,False,54
cR1,True,True,False,3,Weak,True,3,False,39
WCz^he,True,True,True,6,Medium,False,3,False,48
+C?U3F%WTy[a,True,True,True,12,Strong,True,4,True,91
"""<l\P",True,True,True,5,Weak,False,3,False,45
*cTs,True,True,True,4,Weak,False,3,False,42
Z+PNf.SiZ3G,True,True,True,11,Strong,True,4,False,73
N$$i$E^x33,True,True,True,10,Strong,True,4,False,70
]L!,False,True,True,3,Weak,False,2,False,29
>_1kkpq6R|8=V3,True,True,True,14,Strong,True,4,True,97
tZbc<C'~=,True,True,True,9,Strong,False,3,False,57
ACp@f@87p4yQ,True,True,True,12,Strong,True,4,True,91
"uG,",True,True,True,3,Weak,False,3,False,39
0BCuV%!HeFLz5,True,True,True,13,Strong,True,4,True,94
|6b-B,True,True,True,5,Weak,True,4,False,55
hUPP7ib}F-$p.CF|,True,True,True,16,Strong,True,4,True,100
_}*bbRd*pHz,True,True,True,11,Strong,False,3,False,63
JBsE,True,True,False,4,Weak,False,2,False,32
".m,iCa,HRUh",True,True,True,11,Strong,False,3,False,63
e./m0u@,True,False,True,7,Medium,True,3,False,51
iucH;n{,True,True,True,7,Medium,False,3,False,51
vKh?49(,True,True,True,7,Medium,True,4,False,61
YGs:@4<Dk,True,True,True,9,Strong,True,4,False,67
*8h*O8ps(V,True,True,True,10,Strong,True,4,False,70
M>lB7`&p},True,True,True,9,Strong,True,4,False,67
S%Y-I.n,True,True,True,7,Medium,False,3,False,51
:2vgqn&GFRR$u,True,True,True,13,Strong,True,4,True,94
^Lg,True,True,True,3,Weak,False,3,False,39
]~:,False,False,True,3,Weak,False,1,False,19
4L(h_n,True,True,True,6,Medium,True,4,False,58
"Wr""V7C",True,True,True,6,Medium,True,4,False,58
h`iR2t`6()=<*i,True,True,True,14,Strong,True,4,True,97
zjW,True,True,False,3,Weak,False,2,False,29
=A/fE;,True,True,True,6,Medium,False,3,False,48
ml?p|<+~(,True,False,True,9,Medium,False,2,False,47
F`yriv,True,True,True,6,Medium,False,3,False,48
%{[eXc[w2p+5Do#,True,True,True,15,Strong,True,4,True,100
D}J)CpY,True,True,True,7,Medium,False,3,False,51
"[W]HM{>/""K?/""2",False,True,True,14,Medium,True,3,True,87
WxIdp,True,True,False,5,Weak,False,2,False,35
huJN,True,True,False,4,Weak,False,2,False,32
l%u!:73Y(,True,True,True,9,Strong,True,4,False,67
HeVPCv2,True,True,False,7,Medium,True,3,False,51
"u12y<\""PB*v97a",True,True,True,14,Strong,True,4,True,97
N~<U2n_O/`M~#\g,True,True,True,15,Strong,True,4,True,100
[HN,False,True,True,3,Weak,False,2,False,29
S+},False,True,True,3,Weak,False,2,False,29
_[vVvvrPl,True,True,True,9,Strong,False,3,False,57
2!:?u3KwBWy:g1^,True,True,True,15,Strong,True,4,True,100
BZE*w7WCL4{!,True,True,True,12,Strong,True,4,True,91
`Tf\M:HpgxUC!c,True,True,True,14,Strong,False,3,True,87
SPt,True,True,False,3,Weak,False,2,False,29
"R=,z}!o<",True,True,True,8,Strong,False,3,False,54
Nqnhpt,True,True,False,6,Medium,False,2,False,38
"+WPn,)~.<",True,True,True,9,Strong,False,3,False,57
~m?BEX>Ha-fb+y,True,True,True,14,Strong,False,3,True,87
\\rM1#~g9j7'Mkig,True,True,True,16,Strong,True,4,True,100
%*2}n;C,True,True,True,7,Medium,True,4,False,61
\7J;jtlL-1~%,True,True,True,12,Strong,True,4,True,91
eKw,True,True,False,3,Weak,False,2,False,29
FM%[,False,True,True,4,Weak,False,2,False,32
t]?YSsqD;r5u?l,True,True,True,14,Strong,True,4,True,97
7vP0Hc,True,True,False,6,Medium,True,3,False,48
"(`FJaV\""qZA""#i9",True,True,True,15,Strong,True,4,True,100
z@WING(],True,True,True,8,Strong,False,3,False,54
0^&,False,False,True,3,Weak,True,2,False,29
|tNqh26\^'k,True,True,True,11,Strong,True,4,False,73
kN=pA,True,True,True,5,Weak,False,3,False,45
Hc=./)`,True,True,True,7,Medium,False,3,False,51
Jy+4X*L7PvDMG<,True,True,True,14,Strong,True,4,True,97
P5c'NgKr@,True,True,True,9,Strong,True,4,False,67
"c<,>;fs",True,False,True,7,Medium,False,2,False,41
i[[6X.`|,True,True,True,8,Strong,True,4,False,64
w{v,True,False,True,3,Weak,False,2,False,29
Yv^yNy@myE=[,True,True,True,12,Strong,False,3,True,81
UX?w%<],True,True,True,7,Medium,False,3,False,51
|`{?`b&CA<MnNF!,True,True,True,15,Strong,False,3,True,90
`q+mOz!dn!P,True,True,True,11,Strong,False,3,False,63
0Dw$,True,True,True,4,Weak,True,4,False,52
LzR`qv_GL{d,True,True,True,11,Strong,False,3,False,63
fBV4Vj|q,True,True,True,8,Strong,True,4,False,64
OP5MB??,False,True,True,7,Medium,True,3,False,51
28A^2hY:,True,True,True,8,Strong,True,4,False,64
Na'J.Nz1K]Qu,True,True,True,12,Strong,True,4,True,91
jMB),True,True,True,4,Weak,False,3,False,42
7hXJ0sW%,True,True,True,8,Strong,True,4,False,64
d5t'Qsft,True,True,True,8,Strong,True,4,False,64
\HIQ1cd^bB_o,True,True,True,12,Strong,True,4,True,91
vxld5v*,True,False,True,7,Medium,True,3,False,51
CvTX(w+d_9VM6M,True,True,True,14,Strong,True,4,True,97
%iJj]TG3DYVlrd-x,True,True,True,16,Strong,True,4,True,100
U9t>!62B]aN0-bjr,True,True,True,16,Strong,True,4,True,100
b}c,True,False,True,3,Weak,False,2,False,29
Xbk\*wZml<,True,True,True,10,Strong,False,3,False,60
mS/Mk),True,True,True,6,Medium,False,3,False,48
`swA{)ZQF$s,True,True,True,11,Strong,False,3,False,63
~}0F>Y-tZ%c~,True,True,True,12,Strong,True,4,True,91
"""9uj4H]>JJmt1{",True,True,True,14,Strong,True,4,True,97
QRap/:d3^|OvK?P,True,True,True,15,Strong,True,4,True,100
88>,False,False,True,3,Weak,True,2,False,29
'@3Q^IVO@,False,True,True,9,Medium,True,3,False,57
"U,]10/rI+oVR",True,True,True,12,Strong,True,4,True,91
mi$lia,True,False,True,6,Medium,False,2,False,38
KQgPazLZn~\,True,True,True,11,Strong,False,3,False,63
*urU~?,True,True,True,6,Medium,False,3,False,48
Xt#t{|Rm:T@,True,True,True,11,Strong,False,3,False,63
~7b$g3;B}KL<[,True,True,True,13,Strong,True,4,True,94
%or*=_u^'^dUxMz,True,True,True,15,Strong,False,3,True,90
"`}|$QU"">g",True,True,True,9,Strong,False,3,False,57
~[te,True,False,True,4,Weak,False,2,False,32
UTuxX['>dc),True,True,True,11,Strong,False,3,False,63
!&Q#~Y||<ZV,False,True,True,11,Medium,False,2,False,53
!e8w@,True,False,True,5,Weak,True,3,False,45
TUvQ\=5PphIN,True,True,True,12,Strong,True,4,True,91
8cNd}vL,True,True,True,7,Medium,True,4,False,61
Qa)N,True,True,True,4,Weak,False,3,False,42
]6_O\C}Urg\,True,True,True,11,Strong,True,4,False,73
g_|?KLp.J,True,True,True,9,Strong,False,3,False,57
i.`Xv)wh#9{TMBw,True,True,True,15,Strong,True,4,True,100
39IrEa,True,True,False,6,Medium,True,3,False,48
7%0>-VlNV6,True,True,True,10,Strong,True,4,False,70
\)nc'DQoPEU,True,True,True,11,Strong,False,3,False,63
KK}:X(k)G2yLx5,True,True,True,14,Strong,True,4,True,97
"-uEHU(M,fQ~w+s",True,True,True,14,Strong,False,3,True,87
"pt+\!B""MfSIL@",True,True,True,13,Strong,False,3,True,84
nQgdC^p'QwSON+,True,True,True,14,Strong,False,3,True,87
3nW\rR,True,True,True,6,Medium,True,4,False,58
"s-F$R,pACu",True,True,True,10,Strong,False,3,False,60
/5dEvM^V;sN\,True,True,True,12,Strong,True,4,True,91
-_k@CI,True,True,True,6,Medium,False,3,False,48
"9}Mj,uy7^z(4UDZX",True,True,True,16,Strong,True,4,True,100
DoiK/,True,True,True,5,Weak,False,3,False,45
-V{P,False,True,True,4,Weak,False,2,False,32
H]($I,False,True,True,5,Weak,False,2,False,35
0PG,False,True,False,3,Weak,True,2,False,29
NDQ7q,True,True,False,5,Weak,True,3,False,45
&C*x$F|d'{M:,True,True,True,12,Strong,False,3,True,81
GX<f&I,True,True,True,6,Medium,False,3,False,48
K-2WMHunE?S,True,True,True,11,Strong,True,4,False,73
d&qRZ[qx&Op,True,True,True,11,Strong,False,3,False,63
"nIwu)t""ctz;yE-C",True,True,True,15,Strong,False,3,True,90
*lzNVh\F3.7),True,True,True,12,Strong,True,4,True,91
/-&E,False,True,True,4,Weak,False,2,False,32
"FN?i~X9""zrhz})ko",True,True,True,16,Strong,True,4,True,100
Rv0#O,True,True,True,5,Weak,True,4,False,55
D;_TH2t,True,True,True,7,Medium,True,4,False,61
PG+IeM>TY:gO*,True,True,True,13,Strong,False,3,True,84
qu~3m2*%,True,False,True,8,Medium,True,3,False,54
"rNX?1L%>GE5}v6""L",True,True,True,16,Strong,True,4,True,100
|7892>{,False,False,True,7,Medium,True,2,False,41
C%JubF%,True,True,True,7,Medium,False,3,False,51
oeJ5,True,True,False,4,Weak,True,3,False,42
"h^6,:{]WH>47Gz/~",True,True,True,16,Strong,True,4,True,100
:TD9,False,True,True,4,Weak,True,3,False,42
F~bHq;y_%a{,True,True,True,11,Strong,False,3,False,63
"r3/""w+rnCa<}y",True,True,True,13,Strong,True,4,True,94
I;'b,True,True,True,4,Weak,False,3,False,42
\<\14j5h1ps<Ki,True,True,True,14,Strong,True,4,True,97
:T{p>NNowj4cP,True,True,True,13,Strong,True,4,True,94
"_SLfax0\t""",True,True,True,10,Strong,True,4,False,70
PyHw4\,True,True,True,6,Medium,True,4,False,58
(ro5h,True,False,True,5,Weak,True,3,False,45
p8B/\)UK,True,True,True,8,Strong,True,4,False,64
zdcH<,True,True,True,5,Weak,False,3,False,45
a]w;\Jxa5PI,True,True,True,11,Strong,True,4,False,73
""",Kny@",True,True,True,6,Medium,False,3,False,48
KTnBdzxG[,True,True,True,9,Strong,False,3,False,57
vW-xo,True,True,True,5,Weak,False,3,False,45
"wHe;=%*%S2,$A`",True,True,True,14,Strong,True,4,True,97
iqRnDSWJ(,True,True,True,9,Strong,False,3,False,57
X0M%q-JR>mIm,True,True,True,12,Strong,True,4,True,91
/jY}oVEO,True,True,True,8,Strong,False,3,False,54
~F7r2!J,True,True,True,7,Medium,True,4,False,61
WR;Vce,True,True,True,6,Medium,False,3,False,48
"rG/G}""%_3C",True,True,True,10,Strong,True,4,False,70
gkurht,True,False,False,6,Medium,False,1,False,28
]3+8#nR&Rw,True,True,True,10,Strong,True,4,False,70
fU<'6V,True,True,True,6,Medium,True,4,False,58
"V43VOazp.6rK~H""",True,True,True,15,Strong,True,4,True,100
_yL*[mP,True,True,True,7,Medium,False,3,False,51
18E:w6,True,True,True,6,Medium,True,4,False,58
r8<5}d10&#,True,False,True,10,Medium,True,3,False,60
"tpRJyl%J(,ZQ",True,True,True,12,Strong,False,3,True,81
7eSOez!,True,True,True,7,Medium,True,4,False,61
yB?<fDd=Mzbor9,True,True,True,14,Strong,True,4,True,97
"*|IhuNT,b4&`)6",True,True,True,14,Strong,True,4,True,97
",]VSD",False,True,True,5,Weak,False,2,False,35
6b!=M\F;KR?cK,True,True,True,13,Strong,True,4,True,94
m*b\}_b*~|OaI((,True,True,True,15,Strong,False,3,True,90
iMzJO-H/^|m<&,True,True,True,13,Strong,False,3,True,84
"g;f).-QSVr\S""\",True,True,True,14,Strong,False,3,True,87
<~^N8c~etz?>Ch,True,True,True,14,Strong,True,4,True,97
/|k`*56EU39*Y,True,True,True,13,Strong,True,4,True,94
"+^,wIlVOA",True,True,True,9,Strong,False,3,False,57
&6MKEO|38&:#,False,True,True,12,Medium,True,3,True,81
Ua0sG,True,True,False,5,Weak,True,3,False,45
!+@<s+>Bn[h>=w,True,True,True,14,Strong,False,3,True,87
VY;P:|,False,True,True,6,Medium,False,2,False,38
o>m,True,False,True,3,Weak,False,2,False,29
x{hT,True,True,True,4,Weak,False,3,False,42
BiY],True,True,True,4,Weak,False,3,False,42
HgXl,True,True,False,4,Weak,False,2,False,32
",!u108ZuVQ;bN@Zj",True,True,True,16,Strong,True,4,True,100
$Ok1L5(,True,True,True,7,Medium,True,4,False,61
pkm'=QXYKcevu,True,True,True,13,Strong,False,3,True,84
)bt,True,False,True,3,Weak,False,2,False,29
G<@t=Tw)9cL,True,True,True,11,Strong,True,4,False,73
gM:8-^l*3_ZW,True,True,True,12,Strong,True,4,True,91
h%lm)zb?,True,False,True,8,Medium,False,2,False,44
ginwC,True,True,False,5,Weak,False,2,False,35
ynUy;B[[|`AP',True,True,True,13,Strong,False,3,True,84
YL#>MPqro,True,True,True,9,Strong,False,3,False,57
2QDEyml,True,True,False,7,Medium,True,3,False,51
~aw=Mkq*,True,True,True,8,Strong,False,3,False,54
]BCf3r%]V,True,True,True,9,Strong,True,4,False,67
y~q1,True,False,True,4,Weak,True,3,False,42
|1YEZz(,True,True,True,7,Medium,True,4,False,61
jZZ:cM&&XT&*k~Wg,True,True,True,16,Strong,False,3,True,93
nK4,True,True,False,3,Weak,True,3,False,39
"""GfIO#-",True,True,True,7,Medium,False,3,False,51
i5*aIw,True,True,True,6,Medium,True,4,False,58
_G@R?Sl,True,True,True,7,Medium,False,3,False,51
SbB]g\z~y^^*d,True,True,True,13,Strong,False,3,True,84
^B|OV\>_9@OJ,False,True,True,12,Medium,True,3,True,81
W\N=l|2\.X'u7t19,True,True,True,16,Strong,True,4,True,100
zZr#<V[d/(NN),True,True,True,13,Strong,False,3,True,84
8.ct4+2alUG,True,True,True,11,Strong,True,4,False,73
m^}d>:2?_O*s4CW7,True,True,True,16,Strong,True,4,True,100
cvZ=#L,True,True,True,6,Medium,False,3,False,48
F(YP)xZA)$,True,True,True,10,Strong,False,3,False,60
r(//:sq+,True,False,True,8,Medium,False,2,False,44
J=*u5:lOU3BX8dzP,True,True,True,16,Strong,True,4,True,100
?ec5:]S5D,True,True,True,9,Strong,True,4,False,67
:CZ4,False,True,True,4,Weak,True,3,False,42
E^/IB],False,True,True,6,Medium,False,2,False,38
u3uNw,True,True,False,5,Weak,True,3,False,45
@S+cjDN]#C,True,True,True,10,Strong,False,3,False,60
"n%L@&,KO~+<?",True,True,True,12,Strong,False,3,True,81
lOz%@~U>\KSR.p,True,True,True,14,Strong,False,3,True,87
/~3-<5dj$AQ,True,True,True,11,Strong,True,4,False,73
|v9&(+aqwEX2`)]f,True,True,True,16,Strong,True,4,True,100
4X#29T5^L6G=(7'O,False,True,True,16,Medium,True,3,True,93
t:),True,False,True,3,Weak,False,2,False,29
?D'4I}`=V,False,True,True,9,Medium,True,3,False,57
"""`yrNKE*as6lsCF",True,True,True,15,Strong,True,4,True,100
)QH8K:L:mX?,True,True,True,11,Strong,True,4,False,73
8!UE9,False,True,True,5,Weak,True,3,False,45
L_GLv^%{l{0*g5,True,True,True,14,Strong,True,4,True,97
4+9YW@^cjy,True,True,True,10,Strong,True,4,False,70
KdA,True,True,False,3,Weak,False,2,False,29
5$=Mn#,True,True,True,6,Medium,True,4,False,58
"q),ozLy!8$EMTq'",True,True,True,15,Strong,True,4,True,100
)pWic+Iu(,True,True,True,9,Strong,False,3,False,57
ger,True,False,False,3,Weak,False,1,False,19
"`{8""Q=aRh",True,True,True,9,Strong,True,4,False,67
>/[HKfJ,True,True,True,7,Medium,False,3,False,51
kia3B/2qyv-,True,True,True,11,Strong,True,4,False,73
oH[,True,True,True,3,Weak,False,3,False,39
L&{M`F@jYvE\Y~,True,True,True,14,Strong,False,3,True,87
#$Pi%o@jH6y>,True,True,True,12,Strong,True,4,True,91
>ZfNb^,True,True,True,6,Medium,False,3,False,48
"SW3J""T:%e9M$",True,True,True,12,Strong,True,4,True,91
2iN|,True,True,True,4,Weak,True,4,False,52
]s`8,True,False,True,4,Weak,True,3,False,42
z9J/L@#~;9.i,True,True,True,12,Strong,True,4,True,91
sR&,True,True,True,3,Weak,False,3,False,39
",D|d&@>euH51[",True,True,True,13,Strong,True,4,True,94
{x`Wv~FA,True,True,True,8,Strong,False,3,False,54
[9XGd0!p,True,True,True,8,Strong,True,4,False,64
VT!,False,True,True,3,Weak,False,2,False,29
>n=,True,False,True,3,Weak,False,2,False,29
"|H,dj0H",True,True,True,7,Medium,True,4,False,61
ef.5s&C)T,True,True,True,9,Strong,True,4,False,67
"fF9F6""wB#3n]d",True,True,True,13,Strong,True,4,True,94
3#pQ^;e[KLjb41(,True,True,True,15,Strong,True,4,True,100
`l*9#HCK%,True,True,True,9,Strong,True,4,False,67
kRe5UFbR1t-nf~,True,True,True,14,Strong,True,4,True,97
tkP]@,True,True,True,5,Weak,False,3,False,45
Xb@Jo}Wy]'#4Pen,True,True,True,15,Strong,True,4,True,100
"""Jl@&#h%S",True,True,True,9,Strong,False,3,False,57
\+O4[,False,True,True,5,Weak,True,3,False,45
"I1m""""h@$[e~",True,True,True,11,Strong,True,4,False,73
S#jyz;6~u)He^4,True,True,True,14,Strong,True,4,True,97
Wd.p3,True,True,True,5,Weak,True,4,False,55
":w\x,8/@fl?}'.1",True,False,True,15,Medium,True,3,True,90
%0g#|>,True,False,True,6,Medium,True,3,False,48
&+gzFjEy84z,True,True,True,11,Strong,True,4,False,73
BGgy{UVV,True,True,True,8,Strong,False,3,False,54
HhTE+;32nUV(&l,True,True,True,14,Strong,True,4,True,97
~xcApw&P,True,True,True,8,Strong,False,3,False,54
>+pSuo;Ek,True,True,True,9,Strong,False,3,False,57
uR05+T<)Hm,True,True,True,10,Strong,True,4,False,70
"?Wv&""_`,LhGh",True,True,True,12,Strong,False,3,True,81
/!\gd<,True,False,True,6,Medium,False,2,False,38
"fV""FWAw",True,True,True,7,Medium,False,3,False,51
"xd""/2=IjSw7G^Q2",True,True,True,15,Strong,True,4,True,100
!x2pA6bO,True,True,True,8,Strong,True,4,False,64
>$d*r-}}bho]|,True,False,True,13,Medium,False,2,True,74
%?w5sxh8,True,False,True,8,Medium,True,3,False,54
]URpqF<^K,True,True,True,9,Strong,False,3,False,57
M.-!:4(MSwPx[{[,True,True,True,15,Strong,True,4,True,100
Pz*,True,True,True,3,Weak,False,3,False,39
o.!H9_:ADX'UN\&i,True,True,True,16,Strong,True,4,True,100
)V`I&q&5,True,True,True,8,Strong,True,4,False,64
"K5t1}&xNT[,",True,True,True,11,Strong,True,4,False,73
OR)iiGpr,True,True,True,8,Strong,False,3,False,54
>7b}E$uvN!>[r,True,True,True,13,Strong,True,4,True,94
'~},False,False,True,3,Weak,False,1,False,19
s^nce,True,False,True,5,Weak,False,2,False,35
(siE)\JF$l,True,True,True,10,Strong,False,3,False,60
A.R$,False,True,True,4,Weak,False,2,False,32
D{gH}+c|}SO[O,True,True,True,13,Strong,False,3,True,84
J5[d~p`S3hh5Z,True,True,True,13,Strong,True,4,True,94
yn*Y[m,True,True,True,6,Medium,False,3,False,48
y#!n2,True,False,True,5,Weak,True,3,False,45
;:)qq0XXc{j,True,True,True,11,Strong,True,4,False,73
5N.;,False,True,True,4,Weak,True,3,False,42
X486wept\|O=H|P,True,True,True,15,Strong,True,4,True,100
5)%@dJ|4,True,True,True,8,Strong,True,4,False,64
9C/B0-~,False,True,True,7,Medium,True,3,False,51
`G\l{c@V8O+K1B8.,True,True,True,16,Strong,True,4,True,100
5e|,True,False,True,3,Weak,True,3,False,39
JI_Ld},True,True,True,6,Medium,False,3,False,48
yQ!w,True,True,True,4,Weak,False,3,False,42
"p""~*x#_'",True,False,True,8,Medium,False,2,False,44
-0!,False,False,True,3,Weak,True,2,False,29
)c]+np{M|N24o`,True,True,True,14,Strong,True,4,True,97
esH}!U,True,True,True,6,Medium,False,3,False,48
SlMBNY},True,True,True,7,Medium,False,3,False,51
MJ>r{_nIu,True,True,True,9,Strong,False,3,False,57
"Nf""g5lu,E*zg#zy",True,True,True,15,Strong,True,4,True,100
We?^N~;d]eXa|,True,True,True,13,Strong,False,3,True,84
j[v=,True,False,True,4,Weak,False,2,False,32
`*/>HGe$-lswC,True,True,True,13,Strong,False,3,True,84
0T!U,False,True,True,4,Weak,True,3,False,42
&O$w],True,True,True,5,Weak,False,3,False,45
<;ocP,True,True,True,5,Weak,False,3,False,45
"""iV.",True,True,True,4,Weak,False,3,False,42
o)HjH_svh,True,True,True,9,Strong,False,3,False,57
;8]{MTGYA|,False,True,True,10,Medium,True,3,False,60
r=`BaR$7,True,True,True,8,Strong,True,4,False,64
4GJ,False,True,False,3,Weak,True,2,False,29
Wi}}$h,True,True,True,6,Medium,False,3,False,48
8$g,True,False,True,3,Weak,True,3,False,39
!#Jf,True,True,True,4,Weak,False,3,False,42
F>;Rs%@,True,True,True,7,Medium,False,3,False,51
"{<h?e(01#i,",True,False,True,11,Medium,True,3,False,63
~Oy\~SIF,True,True,True,8,Strong,False,3,False,54
n)tPn65YzyB9+F%,True,True,True,15,Strong,True,4,True,100
ieixM!hBEIS5dn,True,True,True,14,Strong,True,4,True,97
9yZa({_e,True,True,True,8,Strong,True,4,False,64
|u/&9LISY,True,True,True,9,Strong,True,4,False,67
XO~{a,True,True,True,5,Weak,False,3,False,45
"m""Sk%qu8x;91",True,True,True,12,Strong,True,4,True,91
