Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength
tkP]@,True,True,True,5,Weak
Xb@Jo}Wy]'#4Pen,True,True,True,15,Strong
"""Jl@&#h%S",True,True,True,9,Strong
\+O4[,False,True,True,5,Weak
"I1m""""h@$[e~",True,True,True,11,Strong
S#jyz;6~u)He^4,True,True,True,14,Strong
Wd.p3,True,True,True,5,Weak
":w\x,8/@fl?}'.1",True,False,True,15,Medium
%0g#|>,True,False,True,6,Medium
&+gzFjEy84z,True,True,True,11,Strong
BGgy{UVV,True,True,True,8,Strong
HhTE+;32nUV(&l,True,True,True,14,Strong
~xcApw&P,True,True,True,8,Strong
>+pSuo;Ek,True,True,True,9,Strong
uR05+T<)Hm,True,True,True,10,Strong
"?Wv&""_`,LhGh",True,True,True,12,Strong
/!\gd<,True,False,True,6,Medium
"fV""FWAw",True,True,True,7,Medium
"xd""/2=IjSw7G^Q2",True,True,True,15,Strong
!x2pA6bO,True,True,True,8,Strong
>$d*r-}}bho]|,True,False,True,13,Medium
%?w5sxh8,True,False,True,8,Medium
]URpqF<^K,True,True,True,9,Strong
M.-!:4(MSwPx[{[,True,True,True,15,Strong
Pz*,True,True,True,3,Weak
o.!H9_:ADX'UN\&i,True,True,True,16,Strong
)V`I&q&5,True,True,True,8,Strong
"K5t1}&xNT[,",True,True,True,11,Strong
OR)iiGpr,True,True,True,8,Strong
>7b}E$uvN!>[r,True,True,True,13,Strong
'~},False,False,True,3,Weak
s^nce,True,False,True,5,Weak
(siE)\JF$l,True,True,True,10,Strong
A.R$,False,True,True,4,Weak
D{gH}+c|}SO[O,True,True,True,13,Strong
J5[d~p`S3hh5Z,True,True,True,13,Strong
yn*Y[m,True,True,True,6,Medium
y#!n2,True,False,True,5,Weak
;:)qq0XXc{j,True,True,True,11,Strong
5N.;,False,True,True,4,Weak
X486wept\|O=H|P,True,True,True,15,Strong
5)%@dJ|4,True,True,True,8,Strong
9C/B0-~,False,True,True,7,Medium
`G\l{c@V8O+K1B8.,True,True,True,16,Strong
5e|,True,False,True,3,Weak
JI_Ld},True,True,True,6,Medium
yQ!w,True,True,True,4,Weak
"p""~*x#_'",True,False,True,8,Medium
-0!,False,False,True,3,Weak
)c]+np{M|N24o`,True,True,True,14,Strong
esH}!U,True,True,True,6,Medium
SlMBNY},True,True,True,7,Medium
MJ>r{_nIu,True,True,True,9,Strong
"Nf""g5lu,E*zg#zy",True,True,True,15,Strong
We?^N~;d]eXa|,True,True,True,13,Strong
j[v=,True,False,True,4,Weak
`*/>HGe$-lswC,True,True,True,13,Strong
0T!U,False,True,True,4,Weak
&O$w],True,True,True,5,Weak
<;ocP,True,True,True,5,Weak
"""iV.",True,True,True,4,Weak
o)HjH_svh,True,True,True,9,Strong
;8]{MTGYA|,False,True,True,10,Medium
r=`BaR$7,True,True,True,8,Strong
4GJ,False,True,False,3,Weak
Wi}}$h,True,True,True,6,Medium
8$g,True,False,True,3,Weak
!#Jf,True,True,True,4,Weak
F>;Rs%@,True,True,True,7,Medium
"{<h?e(01#i,",True,False,True,11,Medium
~Oy\~SIF,True,True,True,8,Strong
n)tPn65YzyB9+F%,True,True,True,15,Strong
ieixM!hBEIS5dn,True,True,True,14,Strong
9yZa({_e,True,True,True,8,Strong
|u/&9LISY,True,True,True,9,Strong
XO~{a,True,True,True,5,Weak
"m""Sk%qu8x;91",True,True,True,12,Strong
0%ya%K,True,True,True,6,Medium
"L<OJAC,r",True,True,True,8,Strong
2\BCrS'pVS.,True,True,True,11,Strong
ldVri,True,True,False,5,Weak
tCxp5>,True,True,True,6,Medium
'ST6>,False,True,True,5,Weak
c\]\bUyS=dz0TT@,True,True,True,15,Strong
|Y6N,False,True,True,4,Weak
i$&Zq(zuR,True,True,True,9,Strong
0zv4i'RF*n,True,True,True,10,Strong
SSNlIi0v*,True,True,True,9,Strong
"JK,Tc}}`+yyP",True,True,True,12,Strong
Zz7&@ov8}^(ZWk,True,True,True,14,Strong
CD{P{%.RZ@,False,True,True,10,Medium
Q`?Gz,True,True,True,5,Weak
[n+tj>gHaF?{B>o,True,True,True,15,Strong
"b;JM(1Q""",True,True,True,8,Strong
r#R59mC&n=2\W,True,True,True,13,Strong
"u,_F",True,True,True,4,Weak
!|N-1>>,False,True,True,7,Medium
(4#X(jI,True,True,True,7,Medium
'q:+wD*:;yM>Ian,True,True,True,15,Strong
9(9,False,False,True,3,Weak
3DK,False,True,False,3,Weak
"q""fJ61|DI:`",True,True,True,11,Strong
-2o_q0,True,False,True,6,Medium
n<ms~krH,True,True,True,8,Strong
~N]_}?+Vqp7i]7J,True,True,True,15,Strong
<1^g6G,True,True,True,6,Medium
xtcgk,True,False,False,5,Weak
+aJpnn,True,True,True,6,Medium
jNgq8E1C)]aB?%d,True,True,True,15,Strong
OP}UKF,False,True,True,6,Medium
26%,False,False,True,3,Weak
KnR`W%aSd}f?Ce,True,True,True,14,Strong
v.eLB'$W)ag;cA],True,True,True,15,Strong
n{UJ)+(O:k0/,True,True,True,12,Strong
9(b.)GvsFX<w,True,True,True,12,Strong
)gS$M&g=Nh&,True,True,True,11,Strong
?yi/cCh#plGMdB,True,True,True,14,Strong
$sr,True,False,True,3,Weak
P%.ba[|W\+N2Q,True,True,True,13,Strong
"=,!h)69Fuw",True,True,True,10,Strong
xj>nYf>]jO}wQZ/,True,True,True,15,Strong
^|@C/5X3_4!oK}8,True,True,True,15,Strong
qVi8YGUQsLLm-iEQ,True,True,True,16,Strong
U~.Erec].,True,True,True,9,Strong
pmup@-,True,False,True,6,Medium
"U([Xsc1.q,`(#",True,True,True,13,Strong
!j+5:A*S^ccCEx,True,True,True,14,Strong
3\5G9q#,True,True,True,7,Medium
|dDK{jo[@TTL,True,True,True,12,Strong
j**n2_1@T@OB,True,True,True,12,Strong
uaMo`:D$Z]j]?@,True,True,True,14,Strong
U'Fz,True,True,True,4,Weak
}gbpd?t)uMS,True,True,True,11,Strong
}]~PeAg.Y#,True,True,True,10,Strong
/L/0m=,True,True,True,6,Medium
l'*?#tit%d'eNO=$,True,True,True,16,Strong
_JpLS,True,True,True,5,Weak
$kbg`05jR4.>Hu,True,True,True,14,Strong
E>n('x+Y^w,True,True,True,10,Strong
9.6TNJ9XuOFNl,True,True,True,13,Strong
@=4?:}!9>,False,False,True,9,Medium
")T""",False,True,True,3,Weak
T+P$60b'A,True,True,True,9,Strong
"o`"")`pdMe",True,True,True,9,Strong
[EOcp4M,True,True,True,7,Medium
dITE,True,True,False,4,Weak
Nd(8{P,True,True,True,6,Medium
6C~o+a~&a0+}>O,True,True,True,14,Strong
^crpF;8qCWa^uH;h,True,True,True,16,Strong
"p,6W/bHyp",True,True,True,9,Strong
"N&8)ItO6;?3V""G",True,True,True,14,Strong
"-Q/2fy|7F^Oj[,/",True,True,True,15,Strong
wO!,True,True,True,3,Weak
rJ`yxsC20?8,True,True,True,11,Strong
O$X|+Kqn@5{PR,True,True,True,13,Strong
"A""1eLb",True,True,True,6,Medium
h6D,True,True,False,3,Weak
"zc,mN",True,True,True,5,Weak
<4Nl^m9aP.0?'Y5s,True,True,True,16,Strong
wZ=g>w,True,True,True,6,Medium
yX}jCUOP6E!/,True,True,True,12,Strong
tM]zW}S:,True,True,True,8,Strong
gVp!4q503,True,True,True,9,Strong
FCQ,False,True,False,3,Weak
?mH-MbE+s\>Xz!,True,True,True,14,Strong
([<4y]^i.u?_-yi,True,False,True,15,Medium
cH+6shp]i;W!',True,True,True,13,Strong
}At3y,True,True,True,5,Weak
ExH{%hMIm;=,True,True,True,11,Strong
Sa1wKIMo=,True,True,True,9,Strong
TlQYE),True,True,True,6,Medium
"ZKG*yWuXae,",True,True,True,11,Strong
R`hXm6mCD#N4e,True,True,True,13,Strong
vH<Hs;I2,True,True,True,8,Strong
47(nU)$a!`~R_HT>,True,True,True,16,Strong
$gxrst7@k;6o)~_;,True,False,True,16,Medium
KRm{|ru/*j9Xd,True,True,True,13,Strong
"Z""7Jm;3vT[qBX",True,True,True,13,Strong
yvk0,True,False,False,4,Weak
)FM_)s,True,True,True,6,Medium
_ft;{%)L8,True,True,True,9,Strong
<Zf=Zms-#7KA',True,True,True,13,Strong
yiu|cpx},True,False,True,8,Medium
srkrM,True,True,False,5,Weak
.%-b!,True,False,True,5,Weak
j+wPl\,True,True,True,6,Medium
.=GdW<?m=&L!N?k(,True,True,True,16,Strong
_kf,True,False,True,3,Weak
O28kKR_2V,True,True,True,9,Strong
"[59D;{<""?!h90",True,True,True,13,Strong
"B""TijszA",True,True,True,8,Strong
O)R+,False,True,True,4,Weak
]*;X%Lxe,True,True,True,8,Strong
|3qP:k2TD6w#3,True,True,True,13,Strong
^)P&yzyMNu_=7!OS,True,True,True,16,Strong
6IF8~;X,False,True,True,7,Medium
a(k7sZL?y,True,True,True,9,Strong
t{t\.s_{!K:iFa9,True,True,True,15,Strong
Xs7jzaK,True,True,False,7,Medium
FV>fu7T;t6k,True,True,True,11,Strong
Qm2vB,True,True,False,5,Weak
o8N])lj`+vH,True,True,True,11,Strong
=ds+l|Z^f:,True,True,True,10,Strong
RRx`%@l,True,True,True,7,Medium
"1$jK6,.1nVV0C",True,True,True,13,Strong
",l2m!v,=lYKTGKU",True,True,True,15,Strong
"{2wLE""+(2<D#Z",True,True,True,13,Strong
"5C""xM^_jv",True,True,True,9,Strong
z}|R';)J#F^f&G,True,True,True,14,Strong
~I}{U`y^kp&[H,True,True,True,13,Strong
I95XHS,False,True,False,6,Medium
|K)][L,False,True,True,6,Medium
XZzsZcow=~H+^,True,True,True,13,Strong
(<gXudk0?bkL,True,True,True,12,Strong
&m1y|5Gt,True,True,True,8,Strong
"6;UT@b16,:jlT",True,True,True,13,Strong
tm;,True,False,True,3,Weak
+x#<K,True,True,True,5,Weak
0TYv64<Sc,True,True,True,9,Strong
i\36BPa!N|L+P,True,True,True,13,Strong
coaaYW{)DZ5,True,True,True,11,Strong
X7;Opk${=,True,True,True,9,Strong
DMb,True,True,False,3,Weak
Yy@CR::tlz3+y,True,True,True,13,Strong
f1/bkjrC&vLqk,True,True,True,13,Strong
C]AD8D'K-,False,True,True,9,Medium
"9\=WRSm4O,q3",True,True,True,12,Strong
"""Z=_Ym2C",True,True,True,8,Strong
{BD.L2,False,True,True,6,Medium
RU!t2,True,True,True,5,Weak
H=k<^y0(OXF,True,True,True,11,Strong
v|mVkzx)-lu]KX,True,True,True,14,Strong
J-z+,True,True,True,4,Weak
`m!3Lws-\8,True,True,True,10,Strong
"AI2X\E$/RE""K",False,True,True,12,Medium
ReA#y#fyD>v:[x,True,True,True,14,Strong
qhp,True,False,False,3,Weak
U2_|8K$Sp]6JVDTQ,True,True,True,16,Strong
_ES,False,True,True,3,Weak
9m(.AB??k]%32,True,True,True,13,Strong
<Ogxzz/03)S9%w,True,True,True,14,Strong
3FlZ,True,True,False,4,Weak
":3`E_`|g,Y0c-RiP",True,True,True,16,Strong
jBy>!e%?gV;$Njh,True,True,True,15,Strong
(8Vo,True,True,True,4,Weak
4Hin0M*^,True,True,True,8,Strong
9Wi,True,True,False,3,Weak
DUt@\/h|5Xv,True,True,True,11,Strong
cgnbb,True,False,False,5,Weak
2&em.F$!,True,True,True,8,Strong
!VIXh{,True,True,True,6,Medium
i3TPH3yW-2A!d?D,True,True,True,15,Strong
%`vuE,True,True,True,5,Weak
U$8`8Qf>^nZ|JT,True,True,True,14,Strong
"MtF""J=,wZlnfP",True,True,True,13,Strong
t#Z-Nn,True,True,True,6,Medium
L=c+,True,True,True,4,Weak
HUN_\vU0-6QkB=,True,True,True,14,Strong
3#!+16@}f]A^}Ab,True,True,True,15,Strong
0\*,False,False,True,3,Weak
7)vz},True,False,True,5,Weak
"6j~,7s",True,False,True,6,Medium
zJf&y,True,True,True,5,Weak
giJ$s(,True,True,True,6,Medium
zG=/o?1V,True,True,True,8,Strong
6v*ldwm\^f9u5,True,False,True,13,Medium
VOYMh,True,True,False,5,Weak
*^w/wOFB*,True,True,True,9,Strong
",%9/c0Hw",True,True,True,8,Strong
CsL.:;d7P,True,True,True,9,Strong
6xu%^Xe#7pK.Dh,True,True,True,14,Strong
"!sA)|vGP,D`sY",True,True,True,13,Strong
{L},False,True,True,3,Weak
]ezN%PB)&pZx,True,True,True,12,Strong
N7n,True,True,False,3,Weak
"""_MHD",False,True,True,5,Weak
@k<sbD)2*!YuUEoh,True,True,True,16,Strong
")'Rzk[g'D&,Dz",True,True,True,13,Strong
?Xp,True,True,True,3,Weak
"B9>If\tg""QBHbE6",True,True,True,15,Strong
H&a&*|veum4>Yj,True,True,True,14,Strong
"/,$<()x'DnZI",True,True,True,12,Strong
(0q1-Fy,True,True,True,7,Medium
>JkR,True,True,True,4,Weak
)-a:hMK-$`(+f,True,True,True,13,Strong
<)=7yQ0~$z[Lq6d,True,True,True,15,Strong
_y=b!|Y(i5dvjP>,True,True,True,15,Strong
/}yLF)o.TdX%,True,True,True,12,Strong
"""mHv79g4ra",True,True,True,10,Strong
|#;XFDi*9`T!}E,True,True,True,14,Strong
L}PbF:8A=jt,True,True,True,11,Strong
h*su9(.T,True,True,True,8,Strong
_N:X8<O,False,True,True,7,Medium
PMJ^DzUy~F1ta2A,True,True,True,15,Strong
"Q,i""+\}:+",True,True,True,9,Strong
W}%79$s,True,True,True,7,Medium
2|0MhYZ,True,True,True,7,Medium
";#(PnUt>[/,aJGO",True,True,True,15,Strong
h?:>\\?UAuur?%;D,True,True,True,16,Strong
"mWrC1-,",True,True,True,7,Medium
YX=90@Czd9,True,True,True,10,Strong
O:L,False,True,True,3,Weak
zi_nsvM}P,True,True,True,9,Strong
"m|C44""1mZWj",True,True,True,11,Strong
LNnQ=-z9k=)6,True,True,True,12,Strong
Y2sWZAgPxdAo`,True,True,True,13,Strong
|HUJ,False,True,True,4,Weak
5vMuxR{qQ5b1A}_,True,True,True,15,Strong
nG-{,True,True,True,4,Weak
L:'awi@`7dun,True,True,True,12,Strong
^I:z][+fQ=!y,True,True,True,12,Strong
"Hs$.(S,k/rd",True,True,True,11,Strong
DEg&}+C,True,True,True,7,Medium
d`.sw'ue,True,False,True,8,Medium
":qhiTG;l""ey*@0]A",True,True,True,16,Strong
"@EXU%DF,fCyb",True,True,True,12,Strong
:8VSp6^'y+,True,True,True,10,Strong
[[<,False,False,True,3,Weak
+h<6rrALT6mC!9xj,True,True,True,16,Strong
Tcth,True,True,False,4,Weak
w[p?!,True,False,True,5,Weak
"M$DD""",False,True,True,5,Weak
R9n,True,True,False,3,Weak
|ZA,False,True,True,3,Weak
{mvKy=j,True,True,True,7,Medium
"<&D-}U[,F",False,True,True,9,Medium
"Ank!eN""GnYSkBFJt",True,True,True,16,Strong
i&L{/]'>K[+%?O],True,True,True,15,Strong
Ng{zkA9I,True,True,True,8,Strong
N>UW1eS3,True,True,True,8,Strong
D~\,False,True,True,3,Weak
}[cm$8WVqQ,True,True,True,10,Strong
^OsMo4O`,True,True,True,8,Strong
"9r'g,8&5",True,False,True,8,Medium
uaWo.w+tGu]ETh[E,True,True,True,16,Strong
"7,EOAh",True,True,True,6,Medium
"yT@rE[qBKH8)Pl^""",True,True,True,16,Strong
O7i,True,True,False,3,Weak
%Ap9G:0q@),True,True,True,10,Strong
"<8qa""7m8(VO",True,True,True,11,Strong
y^R]=ZhT`:G;y,True,True,True,13,Strong
qjQx[Hm,True,True,True,7,Medium
{BvHmiYhKGN5/9N,True,True,True,15,Strong
)KZK]RFj/Cwp,True,True,True,12,Strong
$A;~jr8uhUk>>'9,True,True,True,15,Strong
$HDV&,False,True,True,5,Weak
B^]%6'EmuV,True,True,True,10,Strong
Q;1!p_fgn(GZ``3n,True,True,True,16,Strong
:2C?-7(bm+r!,True,True,True,12,Strong
/bftU.0Ev&55k,True,True,True,13,Strong
a9*HJv)h,True,True,True,8,Strong
";[{[,>",False,False,True,6,Medium
;cJoCc*tBHCC#C$[,True,True,True,16,Weak
:%m;A;,True,True,True,6,Medium
"(s_'R8`"".",True,True,True,9,Strong
*x|b+%Pi|[,True,True,True,10,Strong
N:_yJM:,True,True,True,7,Medium
:%ocPQ;8w(,True,True,True,10,Strong
3ZyJ,True,True,False,4,Weak
L5$:Olq#{|:%O*\,True,True,True,15,Strong
lyZA;M&-B&&H7M,True,True,True,14,Strong
"Lt5rJ,x)=>($hAX",True,True,True,15,Strong
B@HgTcJ3x,True,True,True,9,Strong
b8/oD&Y,True,True,True,7,Medium
189$1Q{$h\z@QEnp,True,True,True,16,Strong
~Z9xV-L}*~MJz1Rl,True,True,True,16,Strong
"^""a",True,False,True,3,Weak
jF(=de4yXz}LMvz_,True,True,True,16,Strong
o*c^n@bO&bc<.++@,True,True,True,16,Strong
.00)),False,False,True,5,Weak
p[w|xlo_,True,False,True,8,Medium
?3A,False,True,True,3,Weak
]!7-,False,False,True,4,Weak
".6!tWf""mNXzQ",True,True,True,12,Strong
"zA)TUAe:J9!,-(",True,True,True,14,Strong
3bv{*-Ul,True,True,True,8,Strong
",<]9-9WkxD",True,True,True,10,Strong
"RKO`rFIkbh8N,",True,True,True,13,Strong
a9Pr)e]Y,True,True,True,8,Strong
DLD&`*bu>!S3(GT,True,True,True,15,Strong
"5KDnd,mI+8Qc/IE8",True,True,True,16,Strong
0b0+jS95[Dx,True,True,True,11,Strong
g*N:CO&35,True,True,True,9,Strong
6OZ#OxEUE~g^N<}=,True,True,True,16,Strong
F&.ef'^,True,True,True,7,Medium
t<T9%V<fmeq6,True,True,True,12,Strong
@j`k,True,False,True,4,Weak
FsmKf<+tk<,True,True,True,10,Strong
fS/R6@L,True,True,True,7,Medium
\l|0oOwU3Z1Vk,True,True,True,13,Strong
"6F""0",False,True,True,4,Weak
`F0zUZY,True,True,True,7,Medium
4t1kR,True,True,False,5,Weak
"pEOJ'?$q,a@8i+",True,True,True,14,Strong
~(#}3Ojk,True,True,True,8,Strong
#qT{+Bx52I,True,True,True,10,Strong
"F""eN!^]PZNCNibS",True,True,True,15,Strong
n*Ua7t,True,True,True,6,Medium
r&&_Wi>TY#$BntvC,True,True,True,16,Strong
WP|DxCP_4ZXaRA,True,True,True,14,Strong
'M$,False,True,True,3,Weak
"@Rs:,b/",True,True,True,7,Medium
'cOy!,True,True,True,5,Weak
8=v(2O@,True,True,True,7,Medium
eIPCV_CpU$,True,True,True,10,Strong
yF$J,True,True,True,4,Weak
RorROff7>*(,True,True,True,11,Strong
_8+b%:],True,False,True,7,Medium
"_B+c,#WSw""hoESS",True,True,True,15,Strong
O^y2zv,True,True,True,6,Medium
"Lm$V'Qj""Ynt",True,True,True,11,Strong
DZa^,True,True,True,4,Weak
d9$7os,True,False,True,6,Medium
cd5Zg,True,True,False,5,Weak
d}b[VY!w5W,True,True,True,10,Strong
5[gjsjOv~Bj|]o,True,True,True,14,Strong
YUeHOzLUKsnS,True,True,False,12,Medium
@OljW:eCaEK;E{?},True,True,True,16,Strong
|B4i,True,True,True,4,Weak
U=H,False,True,True,3,Weak
1;Qc?[dvA,True,True,True,9,Strong
w`=ay/S,True,True,True,7,Medium
oM$aiTaN>mY/f,True,True,True,13,Strong
"4,okP",True,True,True,5,Weak
cOvYX+yUi9P&,True,True,True,12,Strong
-NFiuLUkQ}WK(y{U,True,True,True,16,Strong
"NV1[h><w3P,fC/",True,True,True,14,Strong
6ITIa~#1/FF[<,True,True,True,13,Strong
Ue`ipvkSt>{8n,True,True,True,13,Strong
~+@`w?nHh,True,True,True,9,Strong
Ct\,True,True,True,3,Weak
;B?n,True,True,True,4,Weak
)}o[|&yC,True,True,True,8,Strong
H#1z,True,True,True,4,Weak
r@qpJh-eME1qZ',True,True,True,14,Strong
*'K-!,False,True,True,5,Weak
)=IE>T,False,True,True,6,Medium
Q)Z?e^K>a`8U,True,True,True,12,Strong
Si.nt\XEpy_@SH],True,True,True,15,Strong
}vM|,True,True,True,4,Weak
t^BQVWs,True,True,True,7,Medium
"0\vQra,VHj`",True,True,True,11,Strong
W_K!eTo0,True,True,True,8,Strong
IBz-BTg68,True,True,True,9,Strong
\;}ZaQ.zP'L*~,True,True,True,13,Strong
Qz]fwxm4,True,True,True,8,Strong
"]>AQLM?_,",False,True,True,9,Medium
Ey?,True,True,True,3,Weak
)vX|UK#N1eu1Y,True,True,True,13,Strong
Lw1,True,True,False,3,Weak
)GS't,True,True,True,5,Weak
J)*OL9p4_:.?'d,True,True,True,14,Strong
"8(N""5R""",False,True,True,7,Medium
gy?,True,False,True,3,Weak
}Vfl[!sLI_,True,True,True,10,Strong
"])kq0Y""@m",True,True,True,9,Strong
BDV^VjRm^(4hcZw,True,True,True,15,Strong
*VPM_wQW/5G8x,True,True,True,13,Strong
"|~#I6}@,rs:awz",True,True,True,14,Strong
HXipB,True,True,False,5,Weak
F8_3JR\=$<\QL_,False,True,True,14,Medium
"^z@z406,ppU[]",True,True,True,13,Strong
h`2:h>c\a\,True,False,True,10,Medium
?jwE,True,True,True,4,Weak
"<,!hWZ:m@@A!",True,True,True,12,Strong
mL},True,True,True,3,Weak
"F|X7wy$Z0FQ9>""",True,True,True,14,Strong
>wQl,True,True,True,4,Weak
gyzJu6;.xM!zP+F,True,True,True,15,Strong
(uQ}YW^]cyPN,True,True,True,12,Strong
"&c|d_Ux(I1%w""",True,True,True,13,Strong
DD=,False,True,True,3,Weak
S:+ex{H7'G,True,True,True,10,Strong
m))mf'LZ4GJ3`f0,True,True,True,15,Strong
"$5,=u%Pk",True,True,True,8,Strong
?DIrdHOdJU`l*,True,True,True,13,Strong
ACXD!.cqfm,True,True,True,10,Strong
jt{9Q]YcF]-e,True,True,True,12,Strong
C}?a,True,True,True,4,Weak
;`IGXU3tP{}VUx!},True,True,True,16,Strong
&C];<UWLN,False,True,True,9,Medium
6fW6th/7%Ut]G,True,True,True,13,Strong
5^agM,True,True,True,5,Weak
]%J-,False,True,True,4,Weak
773K|KP=Yu!YQal,True,True,True,15,Strong
H<[{,False,True,True,4,Weak
%q\zi[mD,True,True,True,8,Strong
/=I,False,True,True,3,Weak
;q$1|a^])V,True,True,True,10,Strong
fQ(FXytP=N~L`w,True,True,True,14,Strong
FI59FU7,False,True,False,7,Medium
"BRJ7,RCiy$",True,True,True,10,Strong
Sb`x,True,True,True,4,Weak
>;T7}fsz>Y,True,True,True,10,Strong
c.+4$0at0U~;}!g,True,True,True,15,Strong
SSP],False,True,True,4,Weak
`5YQ{na8l[+W][*R,True,True,True,16,Strong
r4G,True,True,False,3,Weak
0E{0,False,True,True,4,Weak
"gv_;%ae"";nGopp4+",True,True,True,16,Strong
Iw>^ag#IU#`v,True,True,True,12,Strong
<nj7HD,True,True,True,6,Medium
Q~W;lFr29Nk=T,True,True,True,13,Strong
f5%,True,False,True,3,Weak
"O0y\kx%L""Bl^5[z",True,True,True,15,Strong
A#5L9hy,True,True,True,7,Medium
}JQIz0+h2sJS=7N<,True,True,True,16,Strong
)*Ldu*A3F,True,True,True,9,Strong
"yZ(],",True,True,True,5,Weak
p)fBbaB%h^GI\B=^,True,True,True,16,Strong
+5!,False,False,True,3,Weak
"H%X4Gp,",True,True,True,7,Medium
H%!odv,True,True,True,6,Medium
5^?,False,False,True,3,Weak
>k*5B?*'9O,True,True,True,10,Strong
nLH~rz,True,True,True,6,Medium
'fq.UDGRR#g/!,True,True,True,13,Strong
"$ej/M\=VJ.d/Eu,",True,True,True,15,Strong
"TxQE""-M@sJfej>nO",True,True,True,16,Strong
"oKi}w[Sb"">UX3]",True,True,True,14,Strong
"OaGpwME1aXC~~33""",True,True,True,16,Strong
",|!;R+g!o:ofY",True,True,True,13,Strong
;*[zT=_aAs*f*$,True,True,True,14,Strong
~>G,False,True,True,3,Weak
G\7^2`A]K?pC)Q5_,True,True,True,16,Strong
gG/c,True,True,True,4,Weak
"sw!_*;:2_WO""",True,True,True,12,Strong
d>K,True,True,True,3,Weak
v'd'vxl&r^(Wu8lK,True,True,True,16,Strong
xr4ts,True,False,False,5,Weak
"I^F:+N2X?2ID,",False,True,True,13,Medium
\uBad4|m(@J9]8(,True,True,True,15,Strong
swE_AfS,True,True,True,7,Medium
3n94z+t:<,True,False,True,9,Medium
mE*qkhj<l%,True,True,True,10,Strong
*6A0V:/&;I*,False,True,True,11,Medium
9BfX}oZnZ)@x/,True,True,True,13,Strong
qzA<*I3,True,True,True,7,Medium
qtee,True,False,False,4,Weak
"-y/J];<vyVq,",True,True,True,12,Strong
"f.l>""i7)J-8",True,True,True,11,Strong
"@(,[d",True,False,True,5,Weak
0#:7V$7[,False,True,True,8,Medium
/9GW+T&,False,True,True,7,Medium
$q**,True,False,True,4,Weak
Exg_|Er,True,True,True,7,Medium
hu39ap+[1FT,True,True,True,11,Strong
lN{TGd,True,True,True,6,Medium
xa)Z=d,True,True,True,6,Medium
3gQc,True,True,False,4,Weak
0XA(1UcK{,True,True,True,9,Strong
QD@>9~,False,True,True,6,Medium
HP'~v,True,True,True,5,Weak
+Vrru&*`0,True,True,True,9,Strong
iodD+5Q)h:o>Ng1,True,True,True,15,Strong
~72,False,False,True,3,Weak
"1A}l@=*,Ns||",True,True,True,12,Strong
U.&ik9,True,True,True,6,Medium
6w2:;,True,False,True,5,Weak
=J(R{SgD,True,True,True,8,Strong
+HjdF+`cN/NA\,True,True,True,13,Strong
Zt^U#wN>QYD9y,True,True,True,13,Strong
"""s8r}lF!XYbC!XxG",True,True,True,16,Strong
":rz3f!uKT,r`BRK",True,True,True,15,Strong
Sckn;u{`FaR9#,True,True,True,13,Strong
"9{A'(,:&",False,True,True,8,Medium
"`}9L]N""OD",False,True,True,9,Medium
Ad^&m_x)-1w,True,True,True,11,Strong
"&""._o9T`06SWW",True,True,True,13,Strong
jF!Xsu)s-_,True,True,True,10,Strong
FK3|,False,True,True,4,Weak
"z7""`fxGx",True,True,True,8,Strong
(m`D,True,True,True,4,Weak
b;CR}-`qs3N*/,True,True,True,13,Strong
RgrT14c[_E[z)-,True,True,True,14,Strong
"~,WvMwbdJ4(,FP",True,True,True,14,Strong
uMJQ%,True,True,True,5,Weak
t7ITQXI$4u1Hl,True,True,True,13,Strong
+];\/7v,True,False,True,7,Medium
7#N,False,True,True,3,Weak
K?'NN:2br\?t=vrA,True,True,True,16,Strong
lWA:!,True,True,True,5,Weak
l;-1,True,False,True,4,Weak
>7KXxVADA?,True,True,True,10,Strong
y!XRv,True,True,True,5,Weak
gwtFKn95G^Yoe],True,True,True,14,Strong
"xN""_IH%|1sbxVPY",True,True,True,15,Strong
98l]@e_FeSgEG,True,True,True,13,Strong
?yit1ZQ,True,True,True,7,Medium
j%/;H3({ZVgo,True,True,True,12,Strong
G1:#,False,True,True,4,Weak
Ah%t,True,True,True,4,Weak
)>&+WZNN89Li,True,True,True,12,Strong
fp4%9Z,True,True,True,6,Medium
\U6,False,True,True,3,Weak
85\TV[Cj,True,True,True,8,Strong
b).xU%}F7.8AW,True,True,True,13,Strong
F!|',False,True,True,4,Weak
3MHdSJ+V15iN5_,True,True,True,14,Strong
z]1d.O?Su6,True,True,True,10,Strong
$<v8y,True,False,True,5,Weak
@gAog;@Jiv.gaQQ,True,True,True,15,Strong
2jC=spET0s,True,True,True,10,Strong
Dr`,True,True,True,3,Weak
.g-D|2eNh'c%,True,True,True,12,Strong
nHkg}?3xdy\dl,True,True,True,13,Strong
FV)mkr/4xTw,True,True,True,11,Strong
AfLl*q,True,True,True,6,Medium
]|Qd0+IP2/70e,True,True,True,13,Strong
P1L\,False,True,True,4,Weak
Z.1Nh_,True,True,True,6,Medium
Xd!}5/:,True,True,True,7,Medium
Ti@$o4r'B\tQ,True,True,True,12,Strong
>A&,False,True,True,3,Weak
A7wC,True,True,False,4,Weak
"u0,w?TNNxp66=.",True,True,True,14,Strong
"KexC#9)/1Crz$""2",True,True,True,15,Strong
-vo~/_9w{T,True,True,True,10,Strong
